Video_id,Duration,Converted,Channel_Id,Channel_name,
4kRH1J7oJBg,PT46S,0h0m46s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
_AkbW-wtKs8,PT11S,0h0m11s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
d7dDFb0vYy4,PT25S,0h0m25s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
14bF_7NoHMY,PT10M38S,0h10m38s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
Xh-_Wcs0S0s,PT18S,0h0m18s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
UEFYMCjibjY,PT59S,0h0m59s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
GXXLtfHn5GU,PT1M1S,0h1m1s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
lcDv-KBAS9Q,PT1M1S,0h1m1s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
9zZnUlbnmmM,PT10S,0h0m10s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
tAVoZs2iA9w,PT1M1S,0h1m1s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
7jaNKvlIFbI,PT27S,0h0m27s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
vNRUEQ6fqHA,PT51S,0h0m51s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
lO354jF5g-8,PT8M56S,0h8m56s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
IPG2QOulL9U,PT12S,0h0m12s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
9yElN4sintI,PT15S,0h0m15s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
rv3sM2w2MWA,PT14S,0h0m14s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
Q7q4OusXwkQ,PT36S,0h0m36s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
i0xAMzeleRo,PT25S,0h0m25s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
rQDJD1sGy90,PT38S,0h0m38s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
F72xo6bvsDk,PT34S,0h0m34s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
EYps7BI9rqY,PT11M15S,0h11m15s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
x5kB4K4Rvtw,PT14M23S,0h14m23s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
NObX6jEpDZ4,PT17M11S,0h17m11s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
Gmm-RQYu_G4,PT25S,0h0m25s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
dgrUbIz_Vf8,PT31S,0h0m31s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
ZNjZOppLfk4,PT27S,0h0m27s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
srQsOb2efYg,PT34S,0h0m34s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
xyYi8xSuEMc,PT21S,0h0m21s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
PdV_-zt0UDs,PT7M58S,0h7m58s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
15wbBvr_Lts,PT15S,0h0m15s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
GClmt18wcMA,PT29S,0h0m29s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
Tv4osrbiKMQ,PT15M3S,0h15m3s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
#NAME?,PT33S,0h0m33s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
fDlJ_Deq8H8,PT21M20S,0h21m20s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
wyIBIHrInQM,PT5M35S,0h5m35s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
_WNRxOQYSq0,PT17M30S,0h17m30s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
n08WtCb0NqE,PT8M13S,0h8m13s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
UZWfiVfY7Xc,PT8M44S,0h8m44s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
XQAN0cfi-wI,PT27S,0h0m27s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
FGRgGJRKb90,PT16M24S,0h16m24s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
vMzLzROea-8,PT20M21S,0h20m21s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
P-mmHkBnlgQ,PT22M18S,0h22m18s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
Q4kC-EmgHlI,PT41S,0h0m41s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
9nmvOKRewlA,PT40S,0h0m40s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
pnHjMpa3P6M,PT1M1S,0h1m1s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
WSSK98-tQv4,PT22S,0h0m22s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
1ssCJAuKaY4,PT21S,0h0m21s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
ybMUgH6bcCg,PT6M34S,0h6m34s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
CXxWX5xTYA4,PT31S,0h0m31s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
AGDzhEmExpc,PT31S,0h0m31s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
xbCC3s2j8GY,PT30S,0h0m30s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
VZ8H_R9DyKk,PT16M6S,0h16m6s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
U33u2fNNDxs,PT7M38S,0h7m38s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
fyh_2HfLkBE,PT10M43S,0h10m43s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
4YLhQ2PeBWk,PT22M52S,0h22m52s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
pC8HCDqyogc,PT8M37S,0h8m37s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
8sBYbD_sq84,PT12M22S,0h12m22s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
oB3RZgqG88A,PT18S,0h0m18s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
Q-XH4pYpHOw,PT22S,0h0m22s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
pjadjBXXI5k,PT9M15S,0h9m15s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
s5ULZv70828,PT9M57S,0h9m57s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
ZaxCZDq5vPY,PT16M49S,0h16m49s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
tHn9y07ZqjA,PT17M28S,0h17m28s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
WMG2YWTN7BE,PT10M9S,0h10m9s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
I6pBIIBdhac,PT11M31S,0h11m31s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
AXytBavhlOE,PT5M51S,0h5m51s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
i_stNwAeMQQ,PT21M28S,0h21m28s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
B1e2kaXJMFU,PT23M59S,0h23m59s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
T23QcplRGgk,PT22M21S,0h22m21s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
ye2YfD2ZvXs,PT10M25S,0h10m25s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
zxo301uPq9w,PT8M25S,0h8m25s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
eAytg1AdqP4,PT14M35S,0h14m35s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
iGCZFudcs9g,PT8M46S,0h8m46s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
LcmlzZ7-CDE,PT12M10S,0h12m10s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
QqYFGSmijkM,PT14M27S,0h14m27s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
cfRTf2OV9dI,PT21M17S,0h21m17s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
hmBmjRaeGuc,PT13M48S,0h13m48s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
jaXE53I9N7g,PT17M16S,0h17m16s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
QaemzpkpDnA,PT14M27S,0h14m27s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
1YCy_pVGIuU,PT15M39S,0h15m39s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
7V7lKUcOZnw,PT7M24S,0h7m24s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
6-MMeDXznmw,PT5M30S,0h5m30s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
dJJ8G8tPaVc,PT6M4S,0h6m4s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
35p4O8GuFR0,PT13M54S,0h13m54s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
#NAME?,PT13M22S,0h13m22s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
f-xKtM4cwkk,PT17M20S,0h17m20s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
SYzmr86GA6s,PT15M52S,0h15m52s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
cADf_54ooDA,PT6M7S,0h6m7s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
XJx4lpdeA1s,PT11M41S,0h11m41s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
MrhWYQ1SFZk,PT15M7S,0h15m7s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
FWvVx_myDyg,PT18M53S,0h18m53s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
Nc8qNBJfOg0,PT2M43S,0h2m43s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
3dpqzqyQQsI,PT57S,0h0m57s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
jiVQj03WgXA,PT27S,0h0m27s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
N7s_SambE68,PT10M49S,0h10m49s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
7joMu1lPaxA,PT25S,0h0m25s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
achNNsXqdH4,PT47S,0h0m47s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
k_LyX2ncer4,PT12M27S,0h12m27s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
KGlYraMqC5o,PT16S,0h0m16s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
GIEwss-wHBI,PT16S,0h0m16s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
nJsoycZmWuI,PT16S,0h0m16s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
gFGVY1A0Uh8,PT12M51S,0h12m51s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
iV5mFA4g_4g,PT51S,0h0m51s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
yFQcELojeAQ,PT9M39S,0h9m39s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
FgIHYaswq88,PT51S,0h0m51s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
lNUPaAmdx6A,PT51S,0h0m51s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
fLVrujcJ3Z8,PT59M4S,0h59m4s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
WEb_qGpivgs,PT59S,0h0m59s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
3Ma3eyhaRnQ,PT23M3S,0h23m3s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
BJArDDS9RXg,PT57S,0h0m57s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
emLfTSyWbMA,PT57S,0h0m57s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
WvP4EqVPQ9U,PT40S,0h0m40s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
aopMNpimCus,PT39S,0h0m39s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
6pO1_XEcTmg,PT43S,0h0m43s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
CkiPaDDjTro,PT12M15S,0h12m15s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
ILrAvFdJmDM,PT16M47S,0h16m47s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
QL-mD5DVOLc,PT16S,0h0m16s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
PeGsj2sCyo0,PT12M34S,0h12m34s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
NqzBu11KLyg,PT24S,0h0m24s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
wXA2YwuFcdk,PT59S,0h0m59s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
fuXFzkPnfEM,PT7S,0h0m7s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
cIPv1ZB2KHo,PT22M39S,0h22m39s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
AKqfu_0aMjo,PT20S,0h0m20s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
vAOmGa7DcXc,PT1M,0h0m1s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
UXxzNDqNHfE,PT13S,0h0m13s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
XmohHcAiqk0,PT20S,0h0m20s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
UPySm7e_qGo,PT7S,0h0m7s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
IZ_BnyJY1i8,PT8S,0h0m8s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
P92HOM5T1nM,PT8S,0h0m8s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
ah6c-fWwmPY,PT16S,0h0m16s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
F5vVhmYmNEk,PT1M1S,0h1m1s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
_e54wT56HnA,PT23S,0h0m23s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
JiRMuMBiM2M,PT26S,0h0m26s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
7oxAGNtCU54,PT8S,0h0m8s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
PZ6DcIHlYu8,PT19S,0h0m19s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
Ez9eyWOdhb4,PT21S,0h0m21s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
cNuzV0YKjmM,PT11S,0h0m11s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
aRZ524KviMs,PT9S,0h0m9s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
33riQvnYxlw,PT10S,0h0m10s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
XB_dXlxY-PQ,PT18S,0h0m18s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
BSS2Qq9aCnI,PT54S,0h0m54s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
tpG3oGbGirk,PT22S,0h0m22s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
M8DTagQom4I,PT55S,0h0m55s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
0WrCqqiTo98,PT43S,0h0m43s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
tbV3tio3_Tg,PT1M,0h1m0s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
jkObBJShym4,PT3M26S,0h3m26s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
TnVJBhTUJNg,PT18M52S,0h18m52s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
klyMTXCrkjY,PT1M24S,0h1m24s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
6vGH95DShxg,PT11M1S,0h11m1s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
QRwXqxFcI9Y,PT7M55S,0h7m55s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
4HDNZl30jVY,PT3M17S,0h3m17s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
_vwvMxiINLM,PT2M29S,0h2m29s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
s5ZJoD4vu3s,PT4M48S,0h4m48s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
5-cFHHLF814,PT2M8S,0h2m8s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
Bzj1CbLyxQ8,PT3M25S,0h3m25s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
UwOiOJ31wAs,PT5M1S,0h5m1s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
R1yEKRp3FPw,PT1M21S,0h1m21s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
ErfDHhM8uak,PT4M50S,0h4m50s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
2AsPGtQviS0,PT2M12S,0h2m12s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
jRpVmPlOxgw,PT6M45S,0h6m45s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
FvD2V7vlmIw,PT4M4S,0h4m4s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
NO8CIX7M92c,PT2M39S,0h2m39s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
8n2N-PEZZ0Y,PT2M16S,0h2m16s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
145rdI_wy-8,PT2M28S,0h2m28s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
JFMYNONafEs,PT2M33S,0h2m33s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
sF6lpZWtoWM,PT3M16S,0h3m16s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
PVL9loZfRSM,PT4M14S,0h4m14s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
eRlnnNFZV_I,PT2M6S,0h2m6s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
viLKV-mT5ww,PT3M42S,0h3m42s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
3NffAF2acWs,PT1M30S,0h1m30s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
aDkF3tcUVRU,PT5M,0h5m0s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
30tg-tXfT9Y,PT3M44S,0h3m44s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
pOGljjwb_iQ,PT3M37S,0h3m37s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
fiq7_dZWuaQ,PT3M6S,0h3m6s,UCMAwZx4IV9RYrN4CYaZyaSw,Hallie,
